id,code,name,parent_id,lft,rgt,created_at,updated_at
1354,4663-0/00,"Comércio atacadista de máquinas e equipamentos para uso industrial, partes e peças",1353,2704,2705,2013-02-26 01:03:50.197385,2013-02-26 01:04:34.316631
1355,46.64-8,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças",1348,2707,2710,2013-02-26 01:03:50.209451,2013-02-26 01:04:34.346811
1356,4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças",1355,2708,2709,2013-02-26 01:03:50.215838,2013-02-26 01:04:34.334426
1357,46.65-6,"Comércio atacadista de máquinas e equipamentos para uso comercial, partes e peças",1348,2711,2714,2013-02-26 01:03:50.221661,2013-02-26 01:04:34.363759
1358,4665-6/00,"Comércio atacadista de máquinas e equipamentos para uso comercial, partes e peças",1357,2712,2713,2013-02-26 01:03:50.229989,2013-02-26 01:04:34.360195
1359,46.69-9,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente, partes e peças",1348,2715,2720,2013-02-26 01:03:50.240226,2013-02-26 01:04:34.392852
1360,4669-9/01,"Comércio atacadista de bombas e compressores, partes e peças",1359,2716,2717,2013-02-26 01:03:50.251387,2013-02-26 01:04:34.373441
1361,4669-9/99,"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças",1359,2718,2719,2013-02-26 01:03:50.267743,2013-02-26 01:04:34.378669
1362,46.7,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",1231,2722,2751,2013-02-26 01:03:50.281244,2013-02-26 01:04:34.710427
1363,46.71-1,"Comércio atacadista de madeira e produtos derivados",1362,2723,2726,2013-02-26 01:03:50.289987,2013-02-26 01:04:34.424828
1364,4671-1/00,"Comércio atacadista de madeira e produtos derivados",1363,2724,2725,2013-02-26 01:03:50.295474,2013-02-26 01:04:34.414401
1365,46.72-9,"Comércio atacadista de ferragens e ferramentas",1362,2727,2730,2013-02-26 01:03:50.299655,2013-02-26 01:04:34.509507
1366,4672-9/00,"Comércio atacadista de ferragens e ferramentas",1365,2728,2729,2013-02-26 01:03:50.311803,2013-02-26 01:04:34.49986
1367,46.73-7,"Comércio atacadista de material elétrico",1362,2731,2734,2013-02-26 01:03:50.318472,2013-02-26 01:04:34.534684
1368,4673-7/00,"Comércio atacadista de material elétrico",1367,2732,2733,2013-02-26 01:03:50.326902,2013-02-26 01:04:34.530039
1369,46.74-5,"Comércio atacadista de cimento",1362,2735,2738,2013-02-26 01:03:50.33128,2013-02-26 01:04:34.576971
1370,4674-5/00,"Comércio atacadista de cimento",1369,2736,2737,2013-02-26 01:03:50.336999,2013-02-26 01:04:34.557299
1371,46.79-6,"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral",1362,2739,2750,2013-02-26 01:03:50.341793,2013-02-26 01:04:34.704297
1372,4679-6/01,"Comércio atacadista de tintas, vernizes e similares",1371,2740,2741,2013-02-26 01:03:50.352084,2013-02-26 01:04:34.590072
1373,4679-6/02,"Comércio atacadista de mármores e granitos",1371,2742,2743,2013-02-26 01:03:50.357168,2013-02-26 01:04:34.601899
1374,4679-6/03,"Comércio atacadista de vidros, espelhos e vitrais",1371,2744,2745,2013-02-26 01:03:50.361816,2013-02-26 01:04:34.644333
1375,4679-6/04,"Comércio atacadista especializado de materiais de construção não especificados anteriormente",1371,2746,2747,2013-02-26 01:03:50.367779,2013-02-26 01:04:34.652577
1376,4679-6/99,"Comércio atacadista de materiais de construção em geral",1371,2748,2749,2013-02-26 01:03:50.376765,2013-02-26 01:04:34.668429
1377,46.8,"Comércio atacadista especializado em outros produtos",1231,2752,2807,2013-02-26 01:03:50.381367,2013-02-26 01:04:35.398617
1378,46.81-8,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",1377,2753,2764,2013-02-26 01:03:50.388947,2013-02-26 01:04:34.995945
1379,4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",1378,2754,2755,2013-02-26 01:03:50.396431,2013-02-26 01:04:34.940228
1380,4681-8/02,"Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)",1378,2756,2757,2013-02-26 01:03:50.407655,2013-02-26 01:04:34.952709
1381,4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",1378,2758,2759,2013-02-26 01:03:50.412317,2013-02-26 01:04:34.964117
1382,4681-8/04,"Comércio atacadista de combustíveis de origem mineral em bruto",1378,2760,2761,2013-02-26 01:03:50.422259,2013-02-26 01:04:34.976009
1383,4681-8/05,"Comércio atacadista de lubrificantes",1378,2762,2763,2013-02-26 01:03:50.430619,2013-02-26 01:04:34.986621
1384,46.82-6,"Comércio atacadista de gás liqüefeito de petróleo (GLP)",1377,2765,2768,2013-02-26 01:03:50.438363,2013-02-26 01:04:35.02278
1385,4682-6/00,"Comércio atacadista de gás liqüefeito de petróleo (GLP)",1384,2766,2767,2013-02-26 01:03:50.443276,2013-02-26 01:04:35.012941
1386,46.83-4,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",1377,2769,2772,2013-02-26 01:03:50.450051,2013-02-26 01:04:35.058189
1387,4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",1386,2770,2771,2013-02-26 01:03:50.458953,2013-02-26 01:04:35.053819
1388,46.84-2,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",1377,2773,2780,2013-02-26 01:03:50.466238,2013-02-26 01:04:35.174846
1389,4684-2/01,"Comércio atacadista de resinas e elastômeros",1388,2774,2775,2013-02-26 01:03:50.472062,2013-02-26 01:04:35.068799
1390,4684-2/02,"Comércio atacadista de solventes",1388,2776,2777,2013-02-26 01:03:50.479082,2013-02-26 01:04:35.149745
1391,4684-2/99,"Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente",1388,2778,2779,2013-02-26 01:03:50.485869,2013-02-26 01:04:35.169882
1392,46.85-1,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",1377,2781,2784,2013-02-26 01:03:50.492597,2013-02-26 01:04:35.221929
1393,4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",1392,2782,2783,2013-02-26 01:03:50.50016,2013-02-26 01:04:35.214607
1394,46.86-9,"Comércio atacadista de papel e papelão em bruto e de embalagens",1377,2785,2790,2013-02-26 01:03:50.508244,2013-02-26 01:04:35.278045
1395,4686-9/01,"Comércio atacadista de papel e papelão em bruto",1394,2786,2787,2013-02-26 01:03:50.512638,2013-02-26 01:04:35.233334
1396,4686-9/02,"Comércio atacadista de embalagens",1394,2788,2789,2013-02-26 01:03:50.522052,2013-02-26 01:04:35.244003
1397,46.87-7,"Comércio atacadista de resíduos e sucatas",1377,2791,2798,2013-02-26 01:03:50.529975,2013-02-26 01:04:35.342717
1398,4687-7/01,"Comércio atacadista de resíduos de papel e papelão",1397,2792,2793,2013-02-26 01:03:50.538448,2013-02-26 01:04:35.299284
1399,4687-7/02,"Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão",1397,2794,2795,2013-02-26 01:03:50.546912,2013-02-26 01:04:35.307899
1400,4687-7/03,"Comércio atacadista de resíduos e sucatas metálicos",1397,2796,2797,2013-02-26 01:03:50.551687,2013-02-26 01:04:35.323797
1401,46.89-3,"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente",1377,2799,2806,2013-02-26 01:03:50.560204,2013-02-26 01:04:35.379668
1402,4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",1401,2800,2801,2013-02-26 01:03:50.568499,2013-02-26 01:04:35.353485
1403,4689-3/02,"Comércio atacadista de fios e fibras beneficiados",1401,2802,2803,2013-02-26 01:03:50.572809,2013-02-26 01:04:35.36411
1404,4689-3/99,"Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente",1401,2804,2805,2013-02-26 01:03:50.58564,2013-02-26 01:04:35.371912
1405,46.9,"Comércio atacadista não-especializado",1231,2808,2821,2013-02-26 01:03:50.594474,2013-02-26 01:04:35.477883
1406,46.91-5,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",1405,2809,2812,2013-02-26 01:03:50.599918,2013-02-26 01:04:35.423805
1407,4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",1406,2810,2811,2013-02-26 01:03:50.60797,2013-02-26 01:04:35.413571
1408,46.92-3,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",1405,2813,2816,2013-02-26 01:03:50.612476,2013-02-26 01:04:35.449902
1409,4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",1408,2814,2815,2013-02-26 01:03:50.617939,2013-02-26 01:04:35.439495
1410,46.93-1,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",1405,2817,2820,2013-02-26 01:03:50.624197,2013-02-26 01:04:35.471537
1411,4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",1410,2818,2819,2013-02-26 01:03:50.629156,2013-02-26 01:04:35.465795
1412,47,"COMÉRCIO VAREJISTA",,2823,3066,2013-02-26 01:03:50.631495,2013-02-26 01:04:37.002009
1413,47.1,"Comércio varejista não-especializado",1412,2824,2843,2013-02-26 01:03:50.637457,2013-02-26 01:04:35.620992
1414,47.11-3,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",1413,2825,2830,2013-02-26 01:03:50.641638,2013-02-26 01:04:35.526838
1415,4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",1414,2826,2827,2013-02-26 01:03:50.648959,2013-02-26 01:04:35.506442
1416,4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",1414,2828,2829,2013-02-26 01:03:50.656092,2013-02-26 01:04:35.520523
1417,47.12-1,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",1413,2831,2834,2013-02-26 01:03:50.660218,2013-02-26 01:04:35.572446
1418,4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",1417,2832,2833,2013-02-26 01:03:50.666586,2013-02-26 01:04:35.547822
1419,47.13-0,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",1413,2835,2842,2013-02-26 01:03:50.671063,2013-02-26 01:04:35.612981
1420,4713-0/01,"Lojas de departamentos ou magazines",1419,2836,2837,2013-02-26 01:03:50.675862,2013-02-26 01:04:35.591908
1421,4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",1419,2838,2839,2013-02-26 01:03:50.680244,2013-02-26 01:04:35.602683
1422,4713-0/03,"Lojas duty free de aeroportos internacionais",1419,2840,2841,2013-02-26 01:03:50.684735,2013-02-26 01:04:35.608251
1423,47.2,"Comércio varejista de produtos alimentícios, bebidas e fumo",1412,2844,2875,2013-02-26 01:03:50.690778,2013-02-26 01:04:35.830115
1424,47.21-1,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",1423,2845,2852,2013-02-26 01:03:50.696232,2013-02-26 01:04:35.655335
1425,4721-1/02,"Padaria e confeitaria com predominância de revenda",1424,2846,2847,2013-02-26 01:03:50.700457,2013-02-26 01:04:35.639154
1426,4721-1/03,"Comércio varejista de laticínios e frios",1424,2848,2849,2013-02-26 01:03:50.708523,2013-02-26 01:04:35.646658
1427,4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",1424,2850,2851,2013-02-26 01:03:50.713461,2013-02-26 01:04:35.651955
1428,47.22-9,"Comércio varejista de carnes e pescados - açougues e peixarias",1423,2853,2858,2013-02-26 01:03:50.719606,2013-02-26 01:04:35.711325
1429,4722-9/01,"Comércio varejista de carnes - açougues",1428,2854,2855,2013-02-26 01:03:50.724599,2013-02-26 01:04:35.663297
1430,4722-9/02,"Peixaria",1428,2856,2857,2013-02-26 01:03:50.730241,2013-02-26 01:04:35.676372
1431,47.23-7,"Comércio varejista de bebidas",1423,2859,2862,2013-02-26 01:03:50.739279,2013-02-26 01:04:35.724407
1432,4723-7/00,"Comércio varejista de bebidas",1431,2860,2861,2013-02-26 01:03:50.745935,2013-02-26 01:04:35.719637
1433,47.24-5,"Comércio varejista de hortifrutigranjeiros",1423,2863,2866,2013-02-26 01:03:50.754643,2013-02-26 01:04:35.774498
1434,4724-5/00,"Comércio varejista de hortifrutigranjeiros",1433,2864,2865,2013-02-26 01:03:50.766335,2013-02-26 01:04:35.766942
1435,47.29-6,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente, produtos do fumo",1423,2867,2874,2013-02-26 01:03:50.771181,2013-02-26 01:04:35.823021
1436,4729-6/01,"Tabacaria",1435,2868,2869,2013-02-26 01:03:50.777773,2013-02-26 01:04:35.791769
1437,4729-6/02,"Comércio varejista de mercadorias em lojas de conveniência",1435,2870,2871,2013-02-26 01:03:50.781908,2013-02-26 01:04:35.810506
1438,4729-6/99,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente",1435,2872,2873,2013-02-26 01:03:50.791707,2013-02-26 01:04:35.819345
1439,47.3,"Comércio varejista de combustíveis para veículos automotores",1412,2876,2885,2013-02-26 01:03:50.798009,2013-02-26 01:04:35.893438
1440,47.31-8,"Comércio varejista de combustíveis para veículos automotores",1439,2877,2880,2013-02-26 01:03:50.804852,2013-02-26 01:04:35.852369
1441,4731-8/00,"Comércio varejista de combustíveis para veículos automotores",1440,2878,2879,2013-02-26 01:03:50.81106,2013-02-26 01:04:35.847623
1442,47.32-6,"Comércio varejista de lubrificantes",1439,2881,2884,2013-02-26 01:03:50.817548,2013-02-26 01:04:35.887995
1443,4732-6/00,"Comércio varejista de lubrificantes",1442,2882,2883,2013-02-26 01:03:50.827258,2013-02-26 01:04:35.883494
1444,47.4,"Comércio varejista de material de construção",1412,2886,2915,2013-02-26 01:03:50.831709,2013-02-26 01:04:36.069032
1445,47.41-5,"Comércio varejista de tintas e materiais para pintura",1444,2887,2890,2013-02-26 01:03:50.839975,2013-02-26 01:04:35.909791
1446,4741-5/00,"Comércio varejista de tintas e materiais para pintura",1445,2888,2889,2013-02-26 01:03:50.847526,2013-02-26 01:04:35.904381
1447,47.42-3,"Comércio varejista de material elétrico",1444,2891,2894,2013-02-26 01:03:50.85182,2013-02-26 01:04:35.936717
1448,4742-3/00,"Comércio varejista de material elétrico",1447,2892,2893,2013-02-26 01:03:50.860014,2013-02-26 01:04:35.921947
1449,47.43-1,"Comércio varejista de vidros",1444,2895,2898,2013-02-26 01:03:50.8675,2013-02-26 01:04:35.95882
1450,4743-1/00,"Comércio varejista de vidros",1449,2896,2897,2013-02-26 01:03:50.876685,2013-02-26 01:04:35.95266
1451,47.44-0,"Comércio varejista de ferragens, madeira e materiais de construção",1444,2899,2914,2013-02-26 01:03:50.881304,2013-02-26 01:04:36.062262
1452,4744-0/01,"Comércio varejista de ferragens e ferramentas",1451,2900,2901,2013-02-26 01:03:50.888363,2013-02-26 01:04:35.969697
1453,4744-0/02,"Comércio varejista de madeira e artefatos",1451,2902,2903,2013-02-26 01:03:50.896941,2013-02-26 01:04:35.979815
1454,4744-0/03,"Comércio varejista de materiais hidráulicos",1451,2904,2905,2013-02-26 01:03:50.901201,2013-02-26 01:04:35.989197
1455,4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",1451,2906,2907,2013-02-26 01:03:50.910426,2013-02-26 01:04:36.00773
1456,4744-0/05,"Comércio varejista de materiais de construção não especificados anteriormente",1451,2908,2909,2013-02-26 01:03:50.915471,2013-02-26 01:04:36.02187
1457,4744-0/06,"Comércio varejista de pedras para revestimento",1451,2910,2911,2013-02-26 01:03:50.919613,2013-02-26 01:04:36.031978
1458,4744-0/99,"Comércio varejista de materiais de construção em geral",1451,2912,2913,2013-02-26 01:03:50.92871,2013-02-26 01:04:36.044569
1459,47.5,"Comércio varejista de equipamentos de informática e comunicação, equipamentos e artigos de uso doméstico",1412,2916,2961,2013-02-26 01:03:50.934825,2013-02-26 01:04:36.338223
1460,47.51-2,"Comércio varejista especializado de equipamentos e suprimentos de informática",1459,2917,2922,2013-02-26 01:03:50.93979,2013-02-26 01:04:36.113418
1461,4751-2/01,"Comércio varejista especializado de equipamentos e suprimentos de informática",1460,2918,2919,2013-02-26 01:03:50.946701,2013-02-26 01:04:36.087601
1462,4751-2/02,"Recarga de cartuchos para equipamentos de informática",1460,2920,2921,2013-02-26 01:03:50.952004,2013-02-26 01:04:36.093782
1463,47.52-1,"Comércio varejista especializado de equipamentos de telefonia e comunicação",1459,2923,2926,2013-02-26 01:03:50.958445,2013-02-26 01:04:36.137928
1464,4752-1/00,"Comércio varejista especializado de equipamentos de telefonia e comunicação",1463,2924,2925,2013-02-26 01:03:50.968309,2013-02-26 01:04:36.13242
1465,47.53-9,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo",1459,2927,2930,2013-02-26 01:03:50.974684,2013-02-26 01:04:36.150674
1466,4753-9/00,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo",1465,2928,2929,2013-02-26 01:03:50.979873,2013-02-26 01:04:36.144987
1467,47.54-7,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação",1459,2931,2938,2013-02-26 01:03:50.987324,2013-02-26 01:04:36.207505
1468,4754-7/01,"Comércio varejista de móveis",1467,2932,2933,2013-02-26 01:03:50.991476,2013-02-26 01:04:36.180144
1469,4754-7/02,"Comércio varejista de artigos de colchoaria",1467,2934,2935,2013-02-26 01:03:50.998722,2013-02-26 01:04:36.190913
1470,4754-7/03,"Comércio varejista de artigos de iluminação",1467,2936,2937,2013-02-26 01:03:51.005879,2013-02-26 01:04:36.199167
1471,47.55-5,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho",1459,2939,2946,2013-02-26 01:03:51.010042,2013-02-26 01:04:36.269808
1472,4755-5/01,"Comércio varejista de tecidos",1471,2940,2941,2013-02-26 01:03:51.018784,2013-02-26 01:04:36.216648
1473,4755-5/02,"Comercio varejista de artigos de armarinho",1471,2942,2943,2013-02-26 01:03:51.02335,2013-02-26 01:04:36.242297
1474,4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",1471,2944,2945,2013-02-26 01:03:51.031519,2013-02-26 01:04:36.260252
1475,47.56-3,"Comércio varejista especializado de instrumentos musicais e acessórios",1459,2947,2950,2013-02-26 01:03:51.037833,2013-02-26 01:04:36.283523
1476,4756-3/00,"Comércio varejista especializado de instrumentos musicais e acessórios",1475,2948,2949,2013-02-26 01:03:51.042119,2013-02-26 01:04:36.279322
1477,47.57-1,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",1459,2951,2954,2013-02-26 01:03:51.052308,2013-02-26 01:04:36.299693
1478,4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",1477,2952,2953,2013-02-26 01:03:51.05924,2013-02-26 01:04:36.293733
1479,47.59-8,"Comércio varejista de artigos de uso doméstico não especificados anteriormente",1459,2955,2960,2013-02-26 01:03:51.068533,2013-02-26 01:04:36.332073
1480,4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",1479,2956,2957,2013-02-26 01:03:51.075817,2013-02-26 01:04:36.312285
1481,4759-8/99,"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente",1479,2958,2959,2013-02-26 01:03:51.080428,2013-02-26 01:04:36.324675
1482,47.6,"Comércio varejista de artigos culturais, recreativos e esportivos",1412,2962,2987,2013-02-26 01:03:51.090727,2013-02-26 01:04:36.481279
1483,47.61-0,"Comércio varejista de livros, jornais, revistas e papelaria",1482,2963,2970,2013-02-26 01:03:51.097376,2013-02-26 01:04:36.395403
1484,4761-0/01,"Comércio varejista de livros",1483,2964,2965,2013-02-26 01:03:51.117557,2013-02-26 01:04:36.354019
1485,4761-0/02,"Comércio varejista de jornais e revistas",1483,2966,2967,2013-02-26 01:03:51.128877,2013-02-26 01:04:36.384623
1486,4761-0/03,"Comércio varejista de artigos de papelaria",1483,2968,2969,2013-02-26 01:03:51.133651,2013-02-26 01:04:36.392051
1487,47.62-8,"Comércio varejista de discos, CDs, DVDs e fitas",1482,2971,2974,2013-02-26 01:03:51.141997,2013-02-26 01:04:36.413389
1488,4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",1487,2972,2973,2013-02-26 01:03:51.150594,2013-02-26 01:04:36.409538
1489,47.63-6,"Comércio varejista de artigos recreativos e esportivos",1482,2975,2986,2013-02-26 01:03:51.158641,2013-02-26 01:04:36.474037
1490,4763-6/01,"Comércio varejista de brinquedos e artigos recreativos",1489,2976,2977,2013-02-26 01:03:51.166564,2013-02-26 01:04:36.432889
1491,4763-6/02,"Comércio varejista de artigos esportivos",1489,2978,2979,2013-02-26 01:03:51.171548,2013-02-26 01:04:36.44024
1492,4763-6/03,"Comércio varejista de bicicletas e triciclos, peças e acessórios",1489,2980,2981,2013-02-26 01:03:51.177257,2013-02-26 01:04:36.449405
1493,4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",1489,2982,2983,2013-02-26 01:03:51.181921,2013-02-26 01:04:36.460412
1494,4763-6/05,"Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios",1489,2984,2985,2013-02-26 01:03:51.18856,2013-02-26 01:04:36.468232
1495,47.7,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",1412,2988,3011,2013-02-26 01:03:51.198497,2013-02-26 01:04:36.595562
1496,47.71-7,"Comércio varejista de produtos farmacêuticos para uso humano e veterinário",1495,2989,2998,2013-02-26 01:03:51.206076,2013-02-26 01:04:36.52842
1497,4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",1496,2990,2991,2013-02-26 01:03:51.214389,2013-02-26 01:04:36.50173
1498,4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",1496,2992,2993,2013-02-26 01:03:51.22021,2013-02-26 01:04:36.511331
1499,4771-7/03,"Comércio varejista de produtos farmacêuticos homeopáticos",1496,2994,2995,2013-02-26 01:03:51.23038,2013-02-26 01:04:36.518061
1500,4771-7/04,"Comércio varejista de medicamentos veterinários",1496,2996,2997,2013-02-26 01:03:51.236296,2013-02-26 01:04:36.524411
1501,47.72-5,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",1495,2999,3002,2013-02-26 01:03:51.24165,2013-02-26 01:04:36.545265
1502,4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",1501,3000,3001,2013-02-26 01:03:51.250132,2013-02-26 01:04:36.537118
1503,47.73-3,"Comércio varejista de artigos médicos e ortopédicos",1495,3003,3006,2013-02-26 01:03:51.255842,2013-02-26 01:04:36.572406
1504,4773-3/00,"Comércio varejista de artigos médicos e ortopédicos",1503,3004,3005,2013-02-26 01:03:51.268532,2013-02-26 01:04:36.567493
1505,47.74-1,"Comércio varejista de artigos de óptica",1495,3007,3010,2013-02-26 01:03:51.272874,2013-02-26 01:04:36.589683
1506,4774-1/00,"Comércio varejista de artigos de óptica",1505,3008,3009,2013-02-26 01:03:51.28178,2013-02-26 01:04:36.583554
1507,47.8,"Comércio varejista de produtos novos não especificados anteriormente e de produtos usados",1412,3012,3061,2013-02-26 01:03:51.439238,2013-02-26 01:04:36.961141
1508,47.81-4,"Comércio varejista de artigos do vestuário e acessórios",1507,3013,3016,2013-02-26 01:03:51.445756,2013-02-26 01:04:36.632354
1509,4781-4/00,"Comércio varejista de artigos do vestuário e acessórios",1508,3014,3015,2013-02-26 01:03:51.450763,2013-02-26 01:04:36.614952
1510,47.82-2,"Comércio varejista de calçados e artigos de viagem",1507,3017,3022,2013-02-26 01:03:51.460794,2013-02-26 01:04:36.688284
1511,4782-2/01,"Comércio varejista de calçados",1510,3018,3019,2013-02-26 01:03:51.468311,2013-02-26 01:04:36.653789
1512,4782-2/02,"Comércio varejista de artigos de viagem",1510,3020,3021,2013-02-26 01:03:51.476556,2013-02-26 01:04:36.669798
1513,47.83-1,"Comércio varejista de jóias e relógios",1507,3023,3028,2013-02-26 01:03:51.480863,2013-02-26 01:04:36.734369
1514,4783-1/01,"Comércio varejista de artigos de joalheria",1513,3024,3025,2013-02-26 01:03:51.486626,2013-02-26 01:04:36.708214
1515,4783-1/02,"Comércio varejista de artigos de relojoaria",1513,3026,3027,2013-02-26 01:03:51.491402,2013-02-26 01:04:36.724513
1516,47.84-9,"Comércio varejista de gás liqüefeito de petróleo (GLP)",1507,3029,3032,2013-02-26 01:03:51.497226,2013-02-26 01:04:36.778967
1517,4784-9/00,"Comércio varejista de gás liqüefeito de petróleo (GLP)",1516,3030,3031,2013-02-26 01:03:51.502327,2013-02-26 01:04:36.774202
1518,47.85-7,"Comércio varejista de artigos usados",1507,3033,3038,2013-02-26 01:03:51.511288,2013-02-26 01:04:36.813462
1519,4785-7/01,"Comércio varejista de antigüidades",1518,3034,3035,2013-02-26 01:03:51.519767,2013-02-26 01:04:36.79306
1520,4785-7/99,"Comércio varejista de outros artigos usados",1518,3036,3037,2013-02-26 01:03:51.525565,2013-02-26 01:04:36.802807
1521,47.89-0,"Comércio varejista de outros produtos novos não especificados anteriormente",1507,3039,3060,2013-02-26 01:03:51.531026,2013-02-26 01:04:36.952683
1522,4789-0/01,"Comércio varejista de suvenires, bijuterias e artesanatos",1521,3040,3041,2013-02-26 01:03:51.540447,2013-02-26 01:04:36.835546
1523,4789-0/02,"Comércio varejista de plantas e flores naturais",1521,3042,3043,2013-02-26 01:03:51.545618,2013-02-26 01:04:36.849557
1524,4789-0/03,"Comércio varejista de objetos de arte",1521,3044,3045,2013-02-26 01:03:51.551098,2013-02-26 01:04:36.857508
1525,4789-0/04,"Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação",1521,3046,3047,2013-02-26 01:03:51.557931,2013-02-26 01:04:36.86332
1526,4789-0/05,"Comércio varejista de produtos saneantes domissanitários",1521,3048,3049,2013-02-26 01:03:51.563332,2013-02-26 01:04:36.884569
1527,4789-0/06,"Comércio varejista de fogos de artifício e artigos pirotécnicos",1521,3050,3051,2013-02-26 01:03:51.569336,2013-02-26 01:04:36.893628
1528,4789-0/07,"Comércio varejista de equipamentos para escritório",1521,3052,3053,2013-02-26 01:03:51.574286,2013-02-26 01:04:36.902537
1529,4789-0/08,"Comércio varejista de artigos fotográficos e para filmagem",1521,3054,3055,2013-02-26 01:03:51.579462,2013-02-26 01:04:36.909771
1530,4789-0/09,"Comércio varejista de armas e munições",1521,3056,3057,2013-02-26 01:03:51.584193,2013-02-26 01:04:36.917916
1531,4789-0/99,"Comércio varejista de outros produtos não especificados anteriormente",1521,3058,3059,2013-02-26 01:03:51.589968,2013-02-26 01:04:36.923614
1532,47.9,"Comércio ambulante e outros tipos de comércio varejista",1412,3062,3065,2013-02-26 01:03:51.595233,2013-02-26 01:04:36.98013
1533,47.90-3,"Comércio ambulante e outros tipos de comércio varejista",1532,3063,3064,2013-02-26 01:03:51.601539,2013-02-26 01:04:36.973923
1534,H,"TRANSPORTE, ARMAZENAGEM E CORREIO",,3067,3146,2013-02-26 01:03:51.607819,2013-02-26 01:04:37.717236
1535,49,"TRANSPORTE TERRESTRE",1534,3068,3145,2013-02-26 01:03:51.615952,2013-02-26 01:04:37.709324
1536,49.1,"Transporte ferroviário e metroferroviário",1535,3069,3082,2013-02-26 01:03:51.622568,2013-02-26 01:04:37.089832
