33903604;COMISSÕES E CORRETAGENS;A;REGISTRA O VALOR  DAS DESPESAS REALIZADAS COM COMISSÕES E  CORRETAGENS DECORRENTES DE SERVIÇOS PRESTADOS POR: CORRETORES - DESPACHANTES - LEILOEIROS - E OUTROS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903605;DIREITOS AUTORAIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM DIREITOS AUTORAIS SOBRE OBRAS  CIENTÍFICAS, LITERÁRIAS OU EM QUE A DIVULGAÇÃO SEJA DE INTERESSE DA ENTIDADE.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903606;SERVIÇOS TÉCNICOS PROFISSIONAIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS PRESTADOS POR PROFISSIONAIS TÉCNICOS, NAS SEGUINTES ÁREAS:  ADMINISTRAÇÃO - ADVOCACIA - ARQUITETURA - CONTABILIDADE -  ECONOMIA  -ENGENHARIA - ESTATÍSTICA - INFORMÁTICA E OUTROS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903607;ESTAGIÁRIOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS PRESTADOS POR ESTUDANTES NA CONDIÇÃO DE ESTAGIÁRIOS OU MONITORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903614;ARMAZENAGEM;A;REGISTRA O VALOR DAS DESPESAS COM REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE GALPÕES, SILOS E OUTROS LOCAIS DESTINADOS À ARMAZENAGEM DE MERCADORIAS E PRODUTOS. INCLUI, AINDA, OS DISPÊNDIOS DE GARANTIA DOS ESTOQUES ARMAZENADOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903615;LOCAÇÃO DE IMÓVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM REMUNERAÇÃO DE SERVIÇOS  DE  ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS DE PROPRIEDADE DE PESSOA FÍSICA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903616;LOCAÇÃO DE BENS MÓVEIS E INTANGÍVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE  ALUGUEIS  DE  MAQUINAS,EQUIPAMENTOS, TELEFONE FIXO E CELULAR E OUTROS BENS MOVEIS DE PROPRIEDADE DE PESSOA FÍSICA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903618;MANUTENÇÃO E CONSERVAÇÃO DE EQUIPAMENTOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS,  REVISÕES E ADAPTAÇÕES DE, TAIS COMO: MÁQUINAS E EQUIPAMENTOS DE PROCESSAMENTO DE DADOS E PERIFÉRICOS, MÁQUINAS E EQUIPAMENTOS GRÁFICOS, APARELHOS DE FAX, APARELHOS DE MEDIÇÃO E AFERIÇÃO, APARELHOS MÉDICOS, ODONTOLÓGICOS, HOSPITALARES E LABORATORIAIS, CALCULADORAS, ELETRODOMÉSTICOS, MÁQUINAS DE ESCREVER E AFINS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903620;MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS  DE  REPAROS,  CONSERTOS  E REVISÕES DE VEÍCULOS, TAIS COMO: ESTOFAMENTO, FUNILARIA, INSTALAÇÃO ELÉTRICA, LANTERNAGEM, MECÂNICA, PINTURA E AFINS.                                                 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903621;MANUTENÇÃO E CONSERVAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS;A;REGISTRA O VALOR DAS DESPESAS  REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS, REVISÕES E ADAPTAÇÕES DE BENS MOVEIS NÃO CONTEMPLADOS EM SUBITENS  ESPECÍFICOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903622;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS,  REVISÕES E ADAPTAÇÕES DE BENS IMÓVEIS, TAIS COMO: PEDREIRO, CARPINTEIRO E SERRALHEIRO, PINTURA, REPAROS EM INSTALAÇÕES ELÉTRICAS E HIDRÁULICAS, REPAROS, RECUPERAÇÕES E ADAPTAÇÕES DE BIOMBOS, CARPETES, DIVISÓRIAS E LAMBRIS E AFINS.                                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903623;FORNECIMENTO DE ALIMENTAÇÃO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM AQUISIÇÃO DE REFEIÇÕES  PREPARADAS, INCLUSIVE LANCHES E SIMILARES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903625;SERVIÇOS DE LIMPEZA E CONSERVAÇÃO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DE BENS IMÓVEIS, TAIS COMO: DEDETIZAÇÃO, FAXINA E OUTROS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903627;SERVIÇOS DE COMUNICAÇÃO EM GERAL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE COMUNICAÇÃO GERAL  PRESTADOS POR PESSOA FÍSICA, TAIS COMO: CONFECÇÃO DE MATERIAL PARA COMUNICAÇÃO VISUAL; GERAÇÃO DE MATERIAIS PARA DIVULGAÇÃO POR MEIO DOS VEÍCULOS DE COMUNICAÇÃO; E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;
33903628;SERVIÇO DE SELEÇÃO E TREINAMENTO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS PRESTADOS NAS ÁREAS  DE  INSTRUÇÃO  E  ORIENTAÇÃO PROFISSIONAL, RECRUTAMENTO E SELEÇÃO DE  PESSOAL  E  TREINAMENTO,  POR PESSOA FÍSICA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903630;SERVIÇOS MÉDICOS E ODONTOLÓGICOS;A;REGISTRA O VALOR DAS DESPESAS COM SERVIÇOS MÉDICOS E ODONTOLÓGICOS PRESTADOS POR PESSOA FÍSICA, SEM VÍNCULO EMPREGATÍCIO, TAIS COMO: CONSULTAS, RAIO-X, TRATAMENTO ODONTOLÓGICO E AFINS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903631;SERVIÇOS DE REABILITAÇÃO PROFISSIONAL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REABILITAÇÃO PROFISSIONAL PRESTADOS POR PESSOA FÍSICA SEM VÍNCULO EMPREGATÍCIO, TAIS COMO: TRANSPORTE E LOCOMOÇÃO URBANA, ALIMENTAÇÃO E INSCRIÇÃO EM CURSOS PROFISSIONALIZANTES, INSTRUMENTOS DE TRABALHO E IMPLEMENTOS PROFISSIONAIS DE ÓRTESE E PRÓTESE;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903905;SERVIÇOS TÉCNICOS PROFISSIONAIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS PRESTADOS POR EMPRESAS ESPECIALIZADAS NAS SEGUINTES ÁREAS: ADVOCACIA - ARQUITETURA - CONTABILIDADE  -  ECONOMIA  -  ENGENHARIA  - ESTATÍSTICA  E OUTRAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903632;SERVIÇOS DE ASSISTÊNCIA SOCIAL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE ASSISTÊNCIA SOCIAL PRESTADOS POR PESSOA FÍSICA SEM VÍNCULO EMPREGATÍCIO A SERVIDORES, SEGURADOS CARENTES, ABRIGADOS, INTERNADOS E A SEUS DEPENDENTES, TAIS COMO: AJUDA DE CUSTO SUPLETIVA, GÊNEROS ALIMENTÍCIOS, DOCUMENTAÇÃO, TRANSPORTE E SEPULTAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903634;SERVIÇO DE PERÍCIAS MÉDICAS POR BENEFÍCIOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE PERÍCIAS MÉDICAS POR BENEFÍCIOS DEVIDOS AOS MÉDICOS CREDENCIADOS, PARA EXAMES REALIZADOS EM SEGURADOS/SERVIDORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903635;SERVIÇO DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE NATUREZA EVENTUAL  PRESTADOS POR PESSOA FÍSICA, TAIS COMO: ASSISTÊNCIA TÉCNICA, CAPINA, JARDINAGEM, OPERADORES DE MÁQUINAS E MOTORISTAS, RECEPCIONISTAS, SERVIÇOS AUXILIARES E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903636;SERVIÇO DE CONSERVAÇÃO E REBENEFICIAMENTO DE MERCADORIAS;A;REGISTRA O VALOR DAS DESPESAS COM SERVIÇOS DE NATUREZA EVENTUAL PRESTADOS POR PESSOA FÍSICA NA CONSERVAÇÃO E REBENEFICIAMENTO DE MERCADORIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903637;CONFECÇÃO DE MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;A;REGISTRA O VALOR DAS DESPESAS COM SERVIÇOS PRESTADOS POR PESSOA FÍSICA NA CONFECÇÃO DE, TAIS COMO: BOLSAS, CAIXAS, MOCHILAS, SACOLAS E AFINS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903638;CONFECÇÃO DE UNIFORMES, BANDEIRAS E FLÂMULAS;A;REGISTRA O VALOR DAS DESPESAS COM SERVIÇOS DE COSTUREIRAS, ALFAIATES E OUTROS UTILIZADOS NA CONFECÇÃO DE UNIFORMES, BANDEIRAS, FLÂMULAS, BRASÕES E ESTANDARTES;;;;;;;;;;;;;;;;;;;;;;;;;;;
45909105;SENTENÇAS JUDICIAIS TRANSITADAS EM JULGADO;A;REGISTRA AS DESPESAS REALIZADAS EM FUNÇÃO DE SENTENÇAS JUDICIAIS EM QUE NÃO CAIBA NENHUMA POSSIBILIDADE DE RECURSO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903639;FRETES E TRANSPORTES DE ENCOMENDAS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS  PRESTADOS POR PESSOA FÍSICA EM: FRETES E CARRETOS - REMESSA DE ENCOMENDAS - TRANSPORTE DE  MERCADORIAS E PRODUTOS E OUTROS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33906700;DEPÓSITOS COMPULSÓRIOS;A;REGISTRA O VALOR DAS DESPESAS REAÇLIZADAS COM DEPÓSITOS COMPULSÓRIOS EXIGIDOS POR LEGISLAÇÃO ESPECÍFICA, OU DETERMINADOS POR DECIÇÃO JUDICIAL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903640;ENCARGOS FINANCEIROS DEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM CORREÇÃO MONETÁRIAS INCIDENTE SOBRE OBRIGAÇÕES DEVIDAS A PESSOA FÍSICA (CONSIDERADA COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL);;;;;;;;;;;;;;;;;;;;;;;;;;;
33903641;MULTAS DEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM MULTAS INCIDENTES SOBRE OBRIGAÇÕES DEVIDAS A PESSOAS FÍSICAS (CONSIDERADAS COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL);;;;;;;;;;;;;;;;;;;;;;;;;;;
33903642;JUROS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM JUROS  INCIDENTES  SOBRE  OBRIGAÇÕES DECORRENTES DE CLÁUSULA CONTRATUAL OU PAGAMENTO APÓS VENCIMENTO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903643;ENCARGOS FINANCEIROS INDEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM CORREÇÃO MONETÁRIA INCIDENTE SOBRE OBRIGAÇÕES, DEVIDOS A PESSOAS FÍSICAS (NÃO CONSIDERADA COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL);;;;;;;;;;;;;;;;;;;;;;;;;;;
33903644;MULTAS INDEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM MULTAS INCIDENTES SOBRE OBRIGAÇÕES, DEVIDAS A PESSOAS FÍSICAS (NÃO CONSIDERADAS COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL);;;;;;;;;;;;;;;;;;;;;;;;;;;
33903645;JETONS A CONSELHEIROS;A;REGISTRA O VALOR DAS  DESPESAS  REALIZADAS  A  TÍTULO  DE  REMUNERAÇÃO (JETONS) A  MEMBROS DE ÓRGÃOS DE DELIBERAÇÃO COLETIVA (CONSELHOS).;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903646;DIÁRIAS A CONSELHEIROS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS A TITULO DE PAGAMENTO DE DIÁRIAS A MEMBROS DE ÓRGÃOS DE DELIBERAÇÃO COLETIVA (CONSELHOS).;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903659;SERVIÇOS DE ÁUDIO, VÍDEO E FOTO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE FILMAGENS, GRAVAÇÕES   E FOTOGRAFIAS, PRESTADOS POR PESSOA FÍSICA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903699;OUTROS SERVIÇOS DE PESSOA FÍSICA;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE NATUREZA EVENTUAL  PRESTADOS POR PESSOA FÍSICA, NÃO CONTEMPLADOS EM SUBITENS ESPECÍFICOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903700;LOCAÇÃO DE MÃO-DE-OBRA;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS DESPESAS REALIZADAS COM PRESTAÇÃO DE SERVIÇOS POR PESSOAS JURÍDICAS PARA ÓRGÃOS PÚBLICOS, TAIS COMO:LIMPEZA E HIJIENE, VIGILÂNCIA OSTENSIVA E OUTROS, NOS CASOS EM QUE O CONTRATO ESPECIFIQUE O QUANTITATIVO FÍSICO DO PESSOAL A SER UTILIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903701;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM LOCAÇÃO DE MÃO-DE-OBRA DE PESSOAL ADMINISTRATIVO, TÉCNICO E OPERACIONAL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903702;LIMPEZA E CONSERVAÇÃO;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM LOCAÇÃO DE MÃO-DE-OBRA PARA LIMPEZA E CONSERVAÇÃO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903703;VIGILÂNCIA OSTENSIVA;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM LOCAÇÃO DE MÃO-DE-OBRA DE VIGILÂNCIA OSTENSIVA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903900;OUTROS SERVIÇOS DE TERCEIROS -  PESSOA JURÍDICA;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS DESPESAS DECORRENTES DA PRESTAÇÃO DE SERVIÇOS POR PESSOAS JURÍDICAS PARA ÓRGÃOS PÚBLICOS, TAIS COMO: ASINATURAS DE JORNAIS E PERIÓDICOS; TARIFAS DE ENERGIA ELÉTRICA, GÁS, ÁGUA E ESGOTO; SERVIÇOS DE COMUNICAÇÃO (TELEFONE, TELEX, CORREIOS, ETC); FRETES E CARRETOS; LOCAÇÃO DE IMÓVEIS (INCLUSIVE DESPESAS DE CONDOMÍNIO E TRIBUTOS À CONTA DO LOCATÁRIO, QUANDO PRESVISTOS NO CONTRATO); LOCAÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES; CONSERVAÇÃO EADAPTAÇÃO DE BENS IMÓVEIS; SEGUROS EM GERAL (EXCETO OS DECORRENTESDEOBRIGAÇÃO PATRONAL); SERVIÇOS DE ASSIO E HIGIENE; SERVIÇOS DE DIVULGAÇÃO, IMPRESSÃO, ENCADERNAÇÃO E EMOLDURAMENTO; SERVIÇOS FUNERÁRIOS; DESPESAS COM CONGRESSOS, SIMPÓSIOS, CONFERÊNCIAS OU EXPOSIÇÕES; VALE-TRANSPORTE; VALE-REFEIÇÃO; AUXÍLIO-CRECHE (EXCLUSIVE INDENIZAÇÃO A SERVIDOR); SOFTWARE; HABILITAÇÃO DE TELEFONIA FIXA E MÓVEL CELULAR; E OUTROS CONGÊNERES;;;;;;;;;;
33903901;ASSINATURAS DE PERIÓDICOS E ANUIDADES;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM ASSINATURAS DE TV POR ASSINATURA (TV A CABO), JORNAIS, INCLUSIVE DIÁRIO OFICIAL, REVISTAS, RECORTES DE  PUBLICAÇÕES, SOFTWARE, PODENDO ESTAR NA FORMA DE DISQUETE, CD-ROM, BOLETINS E  OUTROS QUE NÃO SE DESTINEM A COLEÇÕES OU BIBLIOTECAS. ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903902;CONDOMÍNIOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM TAXAS CONDOMINIAIS A CONTA DO PROPRIETÁRIO OU DO LOCATÁRIO, QUANDO PREVISTAS NO CONTRATO DE LOCAÇÃO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903903;COMISSÕES, CORRETAGENS E CUSTÓDIA;A;REGISTRA O VALOR DAS DESPESAS COM COMISSÕES E CORRETAGENS  DECORRENTES DE SERVIÇOS PRESTADOS POR EMPRESAS DE  INTERMEDIAÇÃO  E  REPRESENTAÇÃO COMERCIAL.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903904;DIREITOS AUTORAIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM DIREITOS AUTORAIS SOBRE OBRAS  CIENTIFICAS, LITERÁRIAS OU EM QUE A DIVULGAÇÃO SEJA DE INTERESSE DA ENTIDADE.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903908;MANUTENÇÃO DE SOFTWARE;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS, ATUALIZAÇÃO E ADAPTAÇÃO DE SOFTWARES, SUPORTE  TÉCNICO, MANUTENÇÃO, REVISÃO, CORREÇÃO DE PROBLEMAS OPERACIONAIS, ANÁLISE PARA ACRESCENTAR NOVAS FUNÇÕES, AUMENTO DA CAPACIDADE DE PROCESSAMENTO, NOVAS FUNÇÕES E MANUTENÇÃO DE SOFTWARE;;;;;;;;;;;;;;;;;;;;;;;;;;;
44406200;AQUISIÇÃO DE PRODUTOS PARA REVENDA;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER  A DESPESAS COM AQUISIÇÃO DE BENS DESTINADOS À VENDA FUTURA;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903909;ARMAZENAGEM;A;REGISTRA O VALOR DAS DESPESAS COM REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE GALPÕES, SILOS E OUTROS LOCAIS DESTINADOS À ARMAZENAGEM DE MERCADORIAS E PRODUTOS. INCLUI, AINDA, OS DISPÊNDIOS DE GARANTIA DOS ESTOQUES ARMAZENADOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903910;LOCAÇÃO DE IMÓVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM REMUNERAÇÃO DE SERVIÇOS  DE  ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS DE INTERESSE DA  ADMINISTRAÇÃO  PÚBLICA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903981;SERVIÇOS BANCÁRIOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM COMISSÕES,  TARIFAS  E  REMUNERAÇÕES DECORRENTES DE SERVIÇOS PRESTADOS POR  BANCOS  E  OUTRAS  INSTITUIÇÕES FINANCEIRAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33223000;MATERIAL DE CONSUMO;A;INCLUSÃO - PORTARIA CONJUNTA STN/SOF N. 02/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903980;HOSPEDAGENS;A;REGISTRA  O  VALOR   DAS   DESPESAS  REALIZADAS COM  SERVIÇOS  DE  HOSPEDAGENS  E ALIMENTAÇÃO DE SERVIDORES E CONVIDADOS DAS ENTIDADES EM VIAGENS OFICIAIS PAGOS DIRETAMENTE A  ESTABELECIMENTOS  HOTELEIROS (QUANDO  NÃO  HOUVER PAGAMENTO DE DIÁRIAS).;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903912;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM REMUNERAÇÃO DE SERVIÇOS  DE  ALUGUEL DE MÁQUINAS E EQUIPAMENTOS, TAIS COMO: APARELHOS DE MEDIÇÃO E AFERIÇÃO, APARELHOS MÉDICOS, ODONTOLÓGICOS, HOSPITALARES E LABORATORIAIS, APARELHOS TELEFÔNICOS, TELES E FAX, CALCULADORAS, ELETRODOMÉSTICOS, EQUIPAMENTOS DE PROCESSAMENTO DE DADOS E PERIFÉRICOS, EQUIPAMENTOS GRÁFICOS, MÁQUINAS DE ESCREVER, TURBINAS E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903914;LOCAÇÃO BENS MÓVEIS DE OUTRAS NATUREZAS E INTANGÍVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL  DE BENS MÓVEIS NÃO CONTEMPLADOS EM SUBITENS ESPECÍFICOS E BENS INTANGÍVEIS, TAIS COMO: LOCAÇÃO DE LINHA TELEFÔNICA E AFINS.                                                               ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903916;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS,  REVISÕES E ADAPTAÇÕES DE BENS IMÓVEIS PINTURA, REPAROS E REFORMAS DE IMÓVEIS EM GERAL, REPAROS EM INSTALAÇÕES ELÉTRICAS E HIDRÁULICAS, REPAROS, RECUPERAÇÕES E ADAPTAÇÕES DE BIOMBOS, CARPETES, DIVISÓRIAS E LAMBRIS, MANUTENÇÃO DE ELEVADORES, LIMPEZA DE FOSSA E AFINS.                                  ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903917;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS,  REVISÕES E ADAPTAÇÕES DE MÁQUINAS E EQUIPAMENTOS. APARELHOS DE FAX E TELEX, APARELHOS DE MEDIÇÃO E AFERIÇÃO, APARELHOS MÉDICOS, ODONTOLÓGICOS, HOSPITALARES E LABORATORIAIS, CALCULADORAS, ELETRODOMÉSTICOS, EQUIPAMENTOS DE PROTEÇÃO E SEGURANÇA, EQUIPAMENTOS GRÁFICOS, EQUIPAMENTOS AGRÍCOLAS, MÁQUINAS DE ESCREVER, TURBINAS E AFINS.                      ;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903919;MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, MANUTENÇÃO,    CONSERTOS, CONSERVAÇÃO E REVISÕES DE VEÍCULOS, TAIS COMO: ALINHAMENTO E BALANCEAMENTO, ESTOFAMENTO, FUNILARIA, INSTALAÇÃO ELÉTRICA, LANTERNAGEM, MECÂNICA, PINTURA, FRANQUIA E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903920;MANUTENÇÃO E CONSERVAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS DE REPAROS, CONSERTOS,  REVISÕES, INSPEÇÕES E ADAPTAÇÕES DE  BENS  MÓVEIS  NÃO  CONTEMPLADOS  EM SUBITENS ESPECÍFICOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903922;EXPOSIÇÕES, CONGRESSOS E CONFERÊNCIAS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS UTILIZADOS NA INSTALAÇÃO  E MANUTENÇÃO DE CONFERÊNCIAS - CONGRESSOS - EXPOSIÇÕES - FEIRAS - FESTEJOS POPULARES -FESTIVAIS E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903923;FESTIVIDADES E HOMENAGENS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM SERVIÇOS UTILIZADOS NA ORGANIZAÇÃO DE EVENTOS, TAIS COMO: COQUETÉIS - FESTAS DE CONGRAÇAMENTO - RECEPÇÕES - E AFINS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903935;MULTAS DEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM MULTAS INCIDENTES SOBRE OBRIGAÇÕES, DEVIDAS A PESSOAS JURÍDICAS (CONSIDERADAS COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL), BEM COMO AQUELAS DECORRENTES DE PENALIDADES APLICADAS EM FUNÇÃO DE INFRAÇÃO A UMA LEGISLAÇÃO EXISTENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903936;MULTAS INDEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM MULTAS INCIDENTES SOBRE OBRIGAÇÕES DEVIDAS A PESSOAS JURÍDICAS (NÃO CONSIDERADAS COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL), BEM COMO AQUELAS DECORRENTES DE PENALIDADES APLICADAS EM FUNÇÃO DE INFRAÇÃO A UMA LEGISLAÇÃO EXISTENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903937;JUROS;A;REGISTRA O VALOR DAS DESPESAS REALIZADAS COM JUROS  INCIDENTES  SOBRE  OBRIGAÇÕES DECORRENTES DE CLÁUSULA CONTRATUAL OU PAGAMENTO APÓS VENCIMENTO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33903938;ENCARGOS FINANCEIROS DEDUTÍVEIS - EMPRESAS;A;REGISTRA O VALOR DAS DESPESAS COM CORREÇÃO MONETÁRIA INCIDENTE SOBRE OBRIGAÇÕES, DEVIDAS A PESSOAS JURÍDICAS (CONSIDERADA COMO DESPESA OPERACIONAL PARA EFEITO DE APURAÇÃO DO LUCRO TRIBUTÁVEL);;;;;;;;;;;;;;;;;;;;;;;;;;;
