code;specification;kind;docket;status;;;
71120434;RETIDO NAS FONTES - OUTROS RENDIMENTOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA DO IMPOSTO SOBRE GANHOS DECORRENTES DE GANHOS E SORTEIOS EM GERAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71120800;IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS - BENS IMÓVEIS E DIREITOS REAIS SOBRE IMÓVEIS - INTRA-ORÇAMENTÁRIAS;A;"REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA DE IMPOSTO SOBRE TRANSMISSÃO ""INTER-VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS, DE COMPETÊNCIA MUNICIPAL., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS";A;;;
71130000;IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DE IMPOSTOS SOBRE PRODUÇÃO E A CIRCULAÇÃO QUE COMPREENDE O IMPOSTO SOBRE SERVIÇOS - ISS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71130500;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA  DE IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA, DE COMPETÊNCIA DOS MUNICÍPIOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71200000;TAXAS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS RECEITAS DE TAXAS COBRADAS  PELOS MUNICÍPIOS, NO ÂMBITO DE SUAS RESPECTIVAS ATRIBUIÇÕES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71210000;TAXAS PELO EXERCÍCIO DO PODER DE POLICIA - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DE TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA PELO PODER PÚBLICO, COM A FINALIDADE DE FISCALIZAR OS SERVIÇOS PRESTADOS POR PARTICULARES, DISCIPLINANDO, LIMITANDO OU REGULANDO  DIREITO E DEVERES DESTES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71210400;TAXAS DE FISCALIZAÇÃO DE EMPRESAS DE SEGURANÇA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA   DE TAXAS SOBRE A PRESTAÇÃO DE SERVIÇOS RELATIVOS À FISCALIZAÇÃO DE EMPRESAS DE SEGURANÇA PRIVADA, SEGURANÇA PRÓPRIA E TRANSPORTE DE VALORES DE ESTABELECIMENTOS FINANCEIROS E DE ESTABELECIMENTO DE FORMAÇÃO DE VIGILANTES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71211000;TAXA DE LICENCIAMENTO, CONTROLE E FISCALIZAÇÃO DE MATERIAIS NUCLEARES E RADIOATIVOS E SUAS INSTALAÇÕES ? TLC - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA SOBRE O LICENCIAMENTO, CONTROLE E FISCALIZAÇÃO, PESQUISA E DESENVOLVIMENTO, APOIO TÉCNICO OPERACIONAL E APOIO AO DESENVOLVIMENTO E APLICAÇÃO DE MATERIAIS DIDÁTICOS E PEDAGÓGICOS RELACIONADOS COM MATERIAIS NUCLEARES E RADIOATIVOS E SUAS INSTALAÇÕES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71211100;TAXA DE FISCALIZAÇÃO E CONTROLE DA PREVIDÊNCIA COMPLEMENTAR ? TAFIC - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA SOBRE A FISCALIZAÇÃO E CONTROLE DA PREVIDÊNCIA COMPLEMENTAR ? TAFIC, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71211700;TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA  DE TAXA DE FISCALIZAÇÃO DE LOCAIS E INSTALAÇÕES ONDE SÃO FABRICADOS, PRODUZIDOS, BENEFICIADOS, MANIPULADOS, ACONDICIONADOS, CONSERVADOS, DEPOSITADOS, ARMAZENADOS, TRANSPORTADOS, VENDIDOS OU CONSUMIDOS ALIMENTOS, BEM COMO, EXERCIDAS ATIVIDADES QUE POSSAM AFETAR A SAÚDE PÚBLICA, EM OBSERVÂNCIA AS NORMAS SANITÁRIAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71212000;TAXA DE SAÚDE SUPLEMENTAR - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DA ARRECADAÇÃO DE RECEITA DE TAXA DE SAÚDE SUPLEMENTAR DEVIDA POR PESSOAS JURÍDICAS, CONDOMÍNIOS OU CONSÓRCIOS CONSTITUÍDOS SOB A MODALIDADE DE SOCIEDADE CIVIL OU COMERCIAL, COOPERATIVA OU ENTIDADE DE AUTOGESTÃO, QUE OPEREM O PRODUTO, SERVIÇOS OU CONTRATO COM A FINALIDADE DE GARANTIR A ASSISTÊNCIA À SAÚDE VISANDO À ASSISTÊNCIA MÉDICA HOSPITALAR OU ODONTOLÓGICA., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71212099;OUTRAS TAXAS DE SAÚDE SUPLEMENTAR - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DE OUTRAS TAXAS DE SAÚDE SUPLEMENTAR, NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
72102907;CONTRIBUIÇÃO DO SERVIDOR ATIVO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE CONTRIBUIÇÕES DOS SERVIDORES CIVIS ATIVOS DOS ENTES DA FEDERAÇÃO, SUAS AUTARQUIAS E FUNDAÇÕES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71212100;TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DA  TAXA  DE  FISCALIZAÇÃO AMBIENTAL, DEVIDA POR PESSOAS FÍSICAS OU JURÍDICAS OBRIGADAS AO REGISTRO NO CADASTRO TÉCNICO DE  ATIVIDADES  POTENCIALMENTE  POLUIDORAS OU UTILIZADORAS DE RECURSOS AMBIENTAIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71221900;TAXA DE CLASSIFICAÇÃO DE PRODUTOS VEGETAIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA DE SERVIÇOS DE CLASSIFICAÇÃO DE PRODUTOS VEGETAIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71212300;TAXA DE SERVIÇOS METROLÓGICOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA DE SERVIÇOS METROLÓGICOS DEVIDA PELAS PESSOAS NATURAIS E JURÍDICAS, NACIONAIS E ESTRANGEIRAS, QUE ATUEM NO MERCADO PARA FABRICAR, IMPORTAR, PROCESSAR, MONTAR, ACONDICIONAR OU COMERCIALIZAR BENS, MERCADORIAS E PRODUTOS E PRESTAR SERVIÇOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71212400;TAXA DE FISCALIZAÇÃO SOBRE A DISTRIBUIÇÃO GRATUITA DE PRÊMIOS E SORTEIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA DE FISCALIZAÇÃO DA DISTRIBUIÇÃO GRATUITA DE PRÊMIOS E SORTEIOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71212500;TAXA DE LICENÇA PARA FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORAS DE SERVIÇOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE FISCALIZAÇÃO DA LOCALIZAÇÃO DE ESTABELECIMENTOS COMERCIAIS, INDUSTRIAIS E DE PRESTAÇÃO DE SERVIÇOS, INSTITUÍDA PELA LEGISLAÇÃO DO USO E OCUPAÇÃO DO SOLO  URBANO ÀS POSTURAS MUNICIPAIS RELATIVAS À SEGURANÇA, ORDEM E TRANQÜILIDADE PÚBLICAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
11120101;IMPOSTO S/ PROPRIEDADE TERRITORIAL RURAL - MUNICÍPIOS CONVENIADOS;A;INCLUSÃO ABRIL 2010;;;;
71212600;TAXA DE PUBLICIDADE COMERCIAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE UTILIZAÇÃO  DE  ESPAÇO PÚBLICO DESTINADO A DIVULGAÇÃO DE PRODUTOS DO COMÉRCIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
99200000;® RECEITAS DE CAPITAL;A;REGISTRA O VALOR DE OUTRAS DEDUÇÕES DE RECEITAS DE CAPITAL;A;;;
71212700;TAXA DE APREENSÃO E DEPÓSITO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA   DE TAXA DE APREENSÃO E DEPÓSITO DE BENS ORIUNDOS DE IRREGULARIDADES APRESENTADAS QUANDO DA FISCALIZAÇÃO , DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71212800;TAXA DE FUNCIONAMENTO DE ESTABELECIMENTOS EM HORÁRIO ESPECIAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE FUNCIONAMENTO EM ESTABELECIMENTO EM HORÁRIO ESPECIAL. A RESPECTIVA TAXA É DESTINADA A BARES, BOATES, BARRACAS POR OCASIÃO DE FESTAS CARNAVALESCAS, PODENDO FUNCIONAR A QUALQUER HORA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71212900;TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE LICENÇA PARA A EXECUÇÃO DE OBRAS. A RESPECTIVA TAXA É COBRADA DO RESPONSÁVEL PELA EXECUÇÃO DAS OBRAS EM OBSERVÂNCIA AOS CRITÉRIOS DESCRITOS EM LEI, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213000;TAXA DE AUTORIZAÇÃO DE FUNCIONAMENTO DE TRANSPORTE - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE AUTORIZAÇÃO DE FUNCIONAMENTO DE TRANSPORTE, CARACTERIZADA PELA AUTORIZAÇÃO AOS PROPRIETÁRIOS DE VEÍCULOS QUE PRESTAM SERVIÇOS À COMUNIDADE DE TRANSPORTE DE PASSAGEIROS TAIS COMO: TRANSPORTE ESCOLAR, DE FUNCIONÁRIOS E OUTROS PASSAGEIROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213100;TAXA DE UTILIZAÇÃO DE ÁREA DE DOMÍNIO PÚBLICO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE UTILIZAÇÃO  DE  DOMÍNIO PÚBLICO REFERENTE A ESPAÇO OCUPADO POR BALCÕES, BARRACAS, MESAS, TABULEIROS E SEMELHANTES, NAS FEIRAS, VIAS E LOGRADOUROS PÚBLICOS OU COMO DEPÓSITO DE MATERIAIS OU ESTACIONAMENTO DE VEÍCULOS DESIGNADOS PELA PREFEITURA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213200;TAXA DE APROVAÇÃO DE PROJETO DE CONSTRUÇÃO CIVIL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE LICENÇA E APROVAÇÃO E APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL CORRESPONDENTE A CERTIFICAÇÃO DAS CONDIÇÕES DE UTILIZAÇÃO DE PRÉDIOS E RESIDÊNCIAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213400;TAXA DE FISCALIZAÇÃO DE APARELHOS DE TRANSPORTE - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE FISCALIZAÇÃO EXERCIDA EM INSTALAÇÕES (CONSERVAÇÃO E FUNCIONAMENTO) DE ELEVADORES DE PASSAGEIROS E DE CARGAS, DE ALÇAPÕES, ESCADAS ROLANTES, PLANOS INCLINADOS MÓVEIS E OUTROS DE NATUREZA ESPECIAL, EM OBSERVÂNCIA À LEGISLAÇÃO ESPECÍFICA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213500;TAXA DE ALINHAMENTO E NIVELAMENTO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE FISCALIZAÇÃO DA METRAGEM NO TOCANTE AO ALINHAMENTO E NIVELAMENTO DE ÁREAS OU TERRENOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213600;TAXA DE APREENSÃO, DEPÓSITO OU LIBERAÇÃO DE ANIMAIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE APREENSÃO, DEPÓSITO OU LIBERAÇÃO DE ANIMAIS RECOLHIDOS EM RUAS EM FUNÇÃO DE RISCOS CAUSADOS À POPULAÇÃO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213700;TAXA DE REGULAÇÃO DE GÁS CANALIZADO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DA COBRANÇA DE TAXA PELA PRESTAÇÃO DE SERVIÇO PÚBLICO DE FISCALIZAÇÃO E REGULAÇÃO DE SERVIÇOS DE GÁS CANALIZADO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71213800;TAXA DE SERVIÇOS DE TRANSPORTE METROVIÁRIO DE PASSAGEIROS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA RECEITA DECORRENTE DA COBRANÇA DE TAXA PELA PRESTAÇÃO DE SERVIÇO PÚBLICO DE FISCALIZAÇÃO E REGULAÇÃO DE SERVIÇOS DE TRANSPORTE METROVIÁRIO DE PASSAGEIROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71213900;TAXA DE SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE PASSAGEIROS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA RECEITA DECORRENTE DA COBRANÇA DE TAXA PELA PRESTAÇÃO DE SERVIÇO PÚBLICO DE FISCALIZAÇÃO E REGULAÇÃO DE SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE PASSAGEIROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71214000;TAXA DE SERVIÇOS DE TRANSPORTE MARÍTIMO DE PASSAGEIROS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA RECEITA DECORRENTE DA COBRANÇA DE TAXA PELA PRESTAÇÃO DE SERVIÇO PÚBLICO DE FISCALIZAÇÃO E REGULAÇÃO DE SERVIÇOS DE TRANSPORTE MARÍTIMO DE PASSAGEIROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71219900;OUTRAS TAXAS PELO EXERCÍCIO DE PODER DE POLÍCIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA, NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
72102909;CONTRIBUIÇÕES DO SERVIDOR INATIVO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DA CONTRIBUIÇÃO DOS SERVIDORES CIVIS INATIVOS PARA OS INSTITUTOS DE PREVIDÊNCIA SOCIAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71220000;TAXAS PELA PRESTAÇÃO DE SERVIÇOS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DE TAXAS PELA UTILIZAÇÃO EFETIVA OU POTENCIAL DE SERVIÇOS PRESTADOS AO CONTRIBUINTE OU COLOCADOS A  SUA DISPOSIÇÃO. NESTE TÍTULO SÃO CLASSIFICADAS AS TAXAS PELA PRESTAÇÃO  DE SERVIÇOS PÚBLICOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71220400;TAXA DE AVALIAÇÃO DO ENSINO SUPERIOR - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA DE AVALIAÇÃO DO ENSINO SUPERIOR, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71221200;EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE EMOLUMENTOS E CUSTAS PROCESSUAIS POR ENTIDADES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL, EM DECORRÊNCIA DA PRESTAÇÃO DE SERVIÇOS DE CONSULTAS E ANÁLISES DE PROCESSOS EM SUAS RESPECTIVAS ÁREAS DE COMPETÊNCIA., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71222100;TAXAS DE SERVIÇOS CADASTRAIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXA DE SERVIÇOS DE APURAÇÃO, INSCRIÇÃO E COBRANÇA DA DÍVIDA ATIVA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71222200;TAXA DE SERVIÇOS AQÜÍCOLAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS AQÜÍCOLAS, ORIGINÁRIOS DOS REGISTROS ANUAIS DE INDÚSTRIA DE PESCA, DE EMPRESAS QUE COMERCIALIZAM ANIMAIS AQUÁTICOS VIVOS, DE PESQUE E PAGUE E DE ARMADOR DE PESCA E AINDA DE EXPEDIÇÃO DE CARTEIRA DE PESCADOR PROFIOSSIONAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71222800;TAXA DE CEMITÉRIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  PELA PRESTAÇÃO DE SERVIÇOS DE ADMINISTRAÇÃO DE CEMITÉRIOS PELOS MUNICÍPIOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
72102992;CONTRIBUIÇÃO PATRONAL ? INATIVO CIVIL - INTRA-ORÇAMENTÁRIAS- DE EXERCÍCIOS ANTERIORES;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA   DE CONTRIBUIÇÃO DE ENTIDADES PARA INSTITUTOS DE PREVIDÊNCIA SOCIAL, RELATIVA A SERVIDOR INATIVO CIVIL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71222900;EMOLUMENTOS E CUSTAS EXTRAJUDICIAIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE TAXA DE SERVIÇOS EXTRAJUDICIAIS REFERENTES AOS ATOS PRATICADOS EM RAZÃO DO OFÍCIO. SERVENTIAS EXTRAJUDICIAIS, ATIVIDADES PRATICADAS PELOS SERVIÇOS NOTARIAIS E DE REGISTRO: LANÇAMENTO EM LIVROS, CERTIDÕES, TRANSFERÊNCIAS, PROCURAÇÕES, PRORROGAÇÃO DE PRAZO, AUTENTICAÇÕES, AVERBAÇÕES E OUTROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
71229000;TAXA DE LIMPEZA PÚBLICA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA DE TAXA COBRADA A TÍTULO DE LIMPEZA PÚBLICA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71229900;OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA   DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS, NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71300000;CONTRIBUIÇÃO DE MELHORIA - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO COM CONTRIBUIÇÕES DE  MELHORIA DECORRENTES DE OBRAS PÚBLICAS, DE COMPETÊNCIA DOS MUNICÍPIOS, NO ÂMBITO DE SUAS RESPECTIVAS ATRIBUIÇÕES ARRECADADA DOS PROPRIETÁRIOS DE IMÓVEIS BENEFICIADOS PELA OBRA., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71300100;CONTRIBUIÇÃO DE MELHORIA PARA EXPANSÃO DA REDE DE ÁGUA POTÁVEL E ESGOTO SANITÁRIO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA  DE CONTRIBUIÇÃO DE MELHORIA DECORRENTE DE VALORIZAÇÃO DE PROPRIEDADES EM FUNÇÃO DA EXPANSÃO DA REDE DE ÁGUA POTÁVEL E ESGOTO SANITÁRIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71300200;CONTRIBUIÇÃO DE MELHORIA PARA EXPANSÃO DA REDE DE ILUMINAÇÃO PÚBLICA NA CIDADE - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO  DA RECEITA  DE CONTRIBUIÇÃO DE MELHORIA DECORRENTE DA VALORIZAÇÃO DE PROPRIEDADES EM FUNÇÃO DA EXPANSÃO DA REDE DE ILUMINAÇÃO PÚBLICA NA CIDADE, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71300300;CONTRIBUIÇÃO DE MELHORIA PARA EXPANSÃO DA REDE DE ILUMINAÇÃO PÚBLICA RURAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO  DA RECEITA DE CONTRIBUIÇÃO DE MELHORIA DECORRENTE DA VALORIZAÇÃO DE PROPRIEDADES EM FUNÇÃO DA EXPANSÃO DA REDE DE ILUMINAÇÃO PÚBLICA RURAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71300400;CONTRIBUIÇÃO DE MELHORIA PARA PAVIMENTAÇÃO E OBRAS COMPLEMENTARES - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA   DE CONTRIBUIÇÃO DE MELHORIA DECORRENTE DA VALORIZAÇÃO DE PROPRIEDADES EM FUNÇÃO DE PAVIMENTAÇÃO ASFÁLTICA, BEM COMO PELA COLOCAÇÃO DE GUIAS, SARJETAS E CALÇAMENTO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
71309900;OUTRAS CONTRIBUIÇÕES DE MELHORIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA  DE OUTRAS DE CONTRIBUIÇÃO DE MELHORIA, NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
72000000;RECEITA DE CONTRIBUIÇÕES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DA RECEITA DE CONTRIBUIÇÕES SOCIAIS, DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO E DE INTERESSE DAS CATEGORIAS PROFISSIONAIS OU ECONÔMICAS, COMO INSTRUMENTO DE INTERVENÇÃO NAS RESPECTIVAS ÁREAS. OS MUNICÍPIOS PODERÃO INSTITUIR CONTRIBUIÇÃO, COBRADA DE SEUS SERVIDORES, PARA O CUSTEIO, EM BENEFÍCIO DESTES, DE SISTEMAS DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
72100000;CONTRIBUIÇÕES SOCIAIS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO COM CONTRIBUIÇÕES SOCIAIS CONSTITUÍDAS POR ORDEM SOCIAL E PROFISSIONAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
72102900;CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO - INTRA-ORÇAMENTÁRIAS;S;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE CONTRIBUIÇÕES PATRONAL E DO SERVIDOR, DESTINADAS AO CUSTEIO DO SEU REGIME DE PREVIDÊNCIA, CONFORME DISPOSTO NO ART. 40 DA CONSTITUIÇÃO FEDERAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
